area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,2870640,Stewart,"Stewart, MS",74,B,Cable,0,0.000000000,0,0,0,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,R,Fiber,0.270270270,0.270270270,0.270270270,0.270270270,0.270270270,0.270270270
Total,Census Place,2870640,Stewart,"Stewart, MS",74,B,Fiber,0.283783784,0.283783784,0.283783784,0.283783784,0.283783784,0.283783784
Total,Census Place,2870640,Stewart,"Stewart, MS",74,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2870640,Stewart,"Stewart, MS",74,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,R,All Fixed Wireless,0.229729730,0.202702703,0.202702703,0,0,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,B,All Fixed Wireless,0.027027027,0,0,0,0,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,B,Unlicensed Fixed Wireless,0,0,0,0.000000000,0,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,R,Licensed Fixed Wireless,0.229729730,0.202702703,0.202702703,0,0.000000000,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,B,Licensed Fixed Wireless,0.027027027,0,0.000000000,0,0,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,R,Other,0,0,0,0,0.000000000,0
Total,Census Place,2870640,Stewart,"Stewart, MS",74,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.557377049,0.557377049
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.573770492,0.573770492
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,All Wired,0.557377049,0.557377049,0.557377049,0.557377049,0.557377049,0.557377049
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,All Wired,0.573770492,0.573770492,0.573770492,0.573770492,0.573770492,0.573770492
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,Any Terrestrial,0.852459016,0.852459016,0.852459016,0.557377049,0.557377049,0.557377049
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,Any Terrestrial,0.885245902,0.885245902,0.885245902,0.573770492,0.573770492,0.573770492
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,All Wired and Licensed Fixed Wireless,0.622950820,0.557377049,0.557377049,0.557377049,0.557377049,0.557377049
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,All Wired and Licensed Fixed Wireless,0.786885246,0.721311475,0.721311475,0.573770492,0.573770492,0.573770492
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,Copper,0.016393443,0,0,0,0,0
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,Copper,0.016393443,0,0,0,0.000000000,0
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,Cable/Fiber,0.557377049,0.557377049,0.557377049,0.557377049,0.557377049,0.557377049
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,Cable/Fiber,0.573770492,0.573770492,0.573770492,0.573770492,0.573770492,0.573770492
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,Cable,0,0,0,0,0.000000000,0
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,Cable,0.000000000,0,0,0,0,0
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,Fiber,0.557377049,0.557377049,0.557377049,0.557377049,0.557377049,0.557377049
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,Fiber,0.573770492,0.573770492,0.573770492,0.573770492,0.573770492,0.573770492
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,All Fixed Wireless,0.803278689,0.786885246,0.786885246,0,0,0.000000000
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,All Fixed Wireless,0.868852459,0.852459016,0.852459016,0,0,0.000000000
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,Unlicensed Fixed Wireless,0.786885246,0.786885246,0.786885246,0,0,0.000000000
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,Unlicensed Fixed Wireless,0.786885246,0.786885246,0.786885246,0,0.000000000,0
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,Licensed Fixed Wireless,0.295081967,0,0.000000000,0,0,0
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,Licensed Fixed Wireless,0.639344262,0.344262295,0.344262295,0,0.000000000,0
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,R,Other,0,0,0,0.000000000,0,0
Total,Census Place,2870720,Stoneville,"Stoneville, MS",61,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.968586387,0.202443281
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.968586387,0.237347295
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,All Wired,0.968586387,0.968586387,0.968586387,0.968586387,0.968586387,0.202443281
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,All Wired,0.968586387,0.968586387,0.968586387,0.968586387,0.968586387,0.237347295
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,Any Terrestrial,0.998254799,0.972076789,0.972076789,0.970331588,0.968586387,0.202443281
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,Any Terrestrial,1.000000000,0.973821990,0.973821990,0.970331588,0.968586387,0.237347295
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,All Wired and Licensed Fixed Wireless,0.998254799,0.972076789,0.972076789,0.970331588,0.968586387,0.202443281
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,All Wired and Licensed Fixed Wireless,1.000000000,0.973821990,0.973821990,0.970331588,0.968586387,0.237347295
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,Copper,0.001745201,0.001745201,0,0,0.000000000,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,Copper,0.001745201,0.001745201,0,0.000000000,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,Cable/Fiber,0.968586387,0.968586387,0.968586387,0.968586387,0.968586387,0.202443281
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,Cable/Fiber,0.968586387,0.968586387,0.968586387,0.968586387,0.968586387,0.237347295
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,Cable,0.938917976,0.938917976,0.938917976,0.938917976,0.938917976,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,Cable,0.938917976,0.938917976,0.938917976,0.938917976,0.938917976,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,Fiber,0.202443281,0.202443281,0.202443281,0.202443281,0.202443281,0.202443281
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,Fiber,0.237347295,0.237347295,0.237347295,0.237347295,0.237347295,0.237347295
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,All Fixed Wireless,0.783595113,0.420593368,0.420593368,0.082024433,0,0.000000000
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,All Fixed Wireless,0.933682373,0.591623037,0.591623037,0.089005236,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,Unlicensed Fixed Wireless,0,0,0,0.000000000,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,Licensed Fixed Wireless,0.783595113,0.420593368,0.420593368,0.082024433,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,Licensed Fixed Wireless,0.933682373,0.591623037,0.591623037,0.089005236,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,R,Other,0.000000000,0,0,0,0,0
Total,Census Place,2870760,Stonewall,"Stonewall, MS",573,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,Copper,0,0,0,0,0,0.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,Copper,0,0.000000000,0,0,0,0
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,Cable,0,0,0,0,0,0.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,Cable,0,0,0,0,0,0.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,All Fixed Wireless,0.068181818,0.005681818,0.005681818,0,0.000000000,0
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,All Fixed Wireless,0.244318182,0.193181818,0.193181818,0,0,0.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,Licensed Fixed Wireless,0.068181818,0.005681818,0.005681818,0,0,0.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,Licensed Fixed Wireless,0.244318182,0.193181818,0.193181818,0,0,0.000000000
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,R,Other,0.000000000,0,0,0,0,0
Total,Census Place,2871040,Strayhorn,"Strayhorn, MS",176,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,Copper,0.534591195,0.515723270,0,0,0.000000000,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,Copper,0.534591195,0.515723270,0,0,0,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,Cable,0,0,0,0,0,0.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,Cable,0,0,0,0,0,0.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,All Fixed Wireless,0.641509434,0.031446541,0.031446541,0.018867925,0,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,All Fixed Wireless,0.729559748,0.025157233,0.025157233,0.018867925,0,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,Licensed Fixed Wireless,0.641509434,0.031446541,0.031446541,0.018867925,0,0.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,Licensed Fixed Wireless,0.729559748,0.025157233,0.025157233,0.018867925,0,0
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,2871320,Sturgis,"Sturgis, MS",159,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.084415584
Total,Census Place,2871480,Summit,"Summit, MS",924,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.149350649
Total,Census Place,2871480,Summit,"Summit, MS",924,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.084415584
Total,Census Place,2871480,Summit,"Summit, MS",924,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.149350649
Total,Census Place,2871480,Summit,"Summit, MS",924,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.084415584
Total,Census Place,2871480,Summit,"Summit, MS",924,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.149350649
Total,Census Place,2871480,Summit,"Summit, MS",924,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.084415584
Total,Census Place,2871480,Summit,"Summit, MS",924,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.149350649
Total,Census Place,2871480,Summit,"Summit, MS",924,R,Copper,0.675324675,0.660173160,0.001082251,0.000000000,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,B,Copper,0.675324675,0.660173160,0.001082251,0,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.084415584
Total,Census Place,2871480,Summit,"Summit, MS",924,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.149350649
Total,Census Place,2871480,Summit,"Summit, MS",924,R,Cable,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2871480,Summit,"Summit, MS",924,B,Cable,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2871480,Summit,"Summit, MS",924,R,Fiber,0.084415584,0.084415584,0.084415584,0.084415584,0.084415584,0.084415584
Total,Census Place,2871480,Summit,"Summit, MS",924,B,Fiber,0.149350649,0.149350649,0.149350649,0.149350649,0.149350649,0.149350649
Total,Census Place,2871480,Summit,"Summit, MS",924,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2871480,Summit,"Summit, MS",924,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,R,All Fixed Wireless,0.572510823,0.100649351,0.100649351,0.012987013,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,B,All Fixed Wireless,0.611471861,0.116883117,0.109307359,0,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,R,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,R,Licensed Fixed Wireless,0.572510823,0.100649351,0.100649351,0.012987013,0.000000000,0
Total,Census Place,2871480,Summit,"Summit, MS",924,B,Licensed Fixed Wireless,0.611471861,0.116883117,0.109307359,0,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,R,Other,0,0.000000000,0,0,0,0
Total,Census Place,2871480,Summit,"Summit, MS",924,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.953389831,0.012711864
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.953389831,0.186440678
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,All Wired,0.953389831,0.953389831,0.953389831,0.953389831,0.953389831,0.012711864
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,All Wired,0.953389831,0.953389831,0.953389831,0.953389831,0.953389831,0.186440678
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,Any Terrestrial,0.957627119,0.957627119,0.957627119,0.953389831,0.953389831,0.012711864
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,Any Terrestrial,0.991525424,0.991525424,0.991525424,0.953389831,0.953389831,0.186440678
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,All Wired and Licensed Fixed Wireless,0.957627119,0.957627119,0.957627119,0.953389831,0.953389831,0.012711864
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,All Wired and Licensed Fixed Wireless,0.991525424,0.991525424,0.991525424,0.953389831,0.953389831,0.186440678
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,Copper,0.000000000,0,0,0,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,Copper,0.000000000,0,0,0,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,Cable/Fiber,0.953389831,0.953389831,0.953389831,0.953389831,0.953389831,0.012711864
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,Cable/Fiber,0.953389831,0.953389831,0.953389831,0.953389831,0.953389831,0.186440678
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,Cable,0.953389831,0.953389831,0.953389831,0.953389831,0.953389831,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,Cable,0.953389831,0.953389831,0.953389831,0.953389831,0.953389831,0.000000000
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,Fiber,0.012711864,0.012711864,0.012711864,0.012711864,0.012711864,0.012711864
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,Fiber,0.186440678,0.186440678,0.186440678,0.186440678,0.186440678,0.186440678
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,All Fixed Wireless,0.559322034,0.334745763,0.334745763,0,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,All Fixed Wireless,0.838983051,0.661016949,0.639830508,0,0,0.000000000
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,Unlicensed Fixed Wireless,0.004237288,0.004237288,0,0,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,Unlicensed Fixed Wireless,0.004237288,0.004237288,0,0,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,Licensed Fixed Wireless,0.559322034,0.334745763,0.334745763,0,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,Licensed Fixed Wireless,0.838983051,0.661016949,0.639830508,0,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,R,Other,0,0.000000000,0,0,0,0
Total,Census Place,2871520,Sumner,"Sumner, MS",236,B,Other,0,0,0,0,0,0.000000000
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.381615599,0.381615599
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.459610028,0.459610028
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,All Wired,0.917363045,0.869080780,0.381615599,0.381615599,0.381615599,0.381615599
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,All Wired,0.933147632,0.886722377,0.459610028,0.459610028,0.459610028,0.459610028
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,R,Any Terrestrial,0.938718663,0.899721448,0.766945218,0.683379759,0.381615599,0.381615599
Total,Census Place,2871560,Sumrall,"Sumrall, MS",1077,B,Any Terrestrial,0.964716806,0.928505107,0.864438254,0.696378830,0.459610028,0.459610028
