provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
130684,"KanOkla Telephone Association, Inc.",72,LBR Fixed Wireless,130298,153855,130298,153855
130685,"Kaplan Telephone Company, Inc.",10,Copper,1280,1874,1280,1874
130685,"Kaplan Telephone Company, Inc.",50,Fiber to the Premises,4766,5719,4766,5719
130685,"Kaplan Telephone Company, Inc.",71,Licensed Fixed Wireless,16878,19654,16878,19654
130686,Kasson & Mantorville Telephone Company,10,Copper,1302,1637,1302,1637
130686,Kasson & Mantorville Telephone Company,50,Fiber to the Premises,6759,7530,6759,7530
130690,"Atlas Connectivity, LLC",10,Copper,330,353,28,37
130690,"Atlas Connectivity, LLC",50,Fiber to the Premises,44154,52735,4278,8277
130690,"Atlas Connectivity, LLC",70,Unlicensed Fixed Wireless,5,5,0,0
130691,"Kennebec Telephone Company, Inc.",50,Fiber to the Premises,979,981,979,981
130692,"Kentec Communications, Inc.",50,Fiber to the Premises,3955,4704,3955,4704
130692,"Kentec Communications, Inc.",70,Unlicensed Fixed Wireless,22291,26530,22291,26530
130693,Keystone Farmers Cooperative Telephone Company,50,Fiber to the Premises,1109,1134,1109,1134
130695,Killduff Telephone Company,50,Fiber to the Premises,159,164,36,40
130696,"Kinex Telecom, Inc.",50,Fiber to the Premises,9900,12095,9900,12095
130697,Kingdom Telephone Company,50,Fiber to the Premises,18375,19940,18375,19940
130699,Kinsman Mutual Telephone Co.,10,Copper,96,102,96,102
130705,Kraus Electronics Systems Inc.,40,Cable,7544,8855,7544,8855
130705,Kraus Electronics Systems Inc.,50,Fiber to the Premises,532,567,532,567
130707,La Canada Wireless Association,70,Unlicensed Fixed Wireless,1190,1417,1190,1417
130708,La Jicarita Rural Telephone Cooperative,10,Copper,172,174,172,174
130708,La Jicarita Rural Telephone Cooperative,50,Fiber to the Premises,3609,3658,3609,3658
130709,La Motte Telephone Company,50,Fiber to the Premises,1545,1647,1545,1647
130709,La Motte Telephone Company,70,Unlicensed Fixed Wireless,1464,1561,1464,1561
130710,"La Ward Telephone Exchange, Inc.",10,Copper,411,438,411,438
130710,"La Ward Telephone Exchange, Inc.",50,Fiber to the Premises,1126,1148,1126,1148
130711,"LaHarpe Telephone Company, Inc. (KS)",50,Fiber to the Premises,431,439,85,91
130711,"LaHarpe Telephone Company, Inc. (KS)",72,LBR Fixed Wireless,969,1030,63,90
130712,Lake Livingston Telephone Company,10,Copper,2982,3559,2982,3559
130712,Lake Livingston Telephone Company,50,Fiber to the Premises,2147,2504,2147,2504
130714,"Lakeland Communications, Inc.",40,Cable,1712,2247,1712,2247
130714,"Lakeland Communications, Inc.",50,Fiber to the Premises,9649,10237,9649,10237
130718,"Larson Utilities, Inc.",10,Copper,864,955,864,955
130718,"Larson Utilities, Inc.",50,Fiber to the Premises,1324,1476,1324,1476
130721,"Laurel Highland Total Communications, Inc.",10,Copper,175,200,175,200
130721,"Laurel Highland Total Communications, Inc.",50,Fiber to the Premises,13629,15233,13629,15233
130724,Laurens Municipal Communications Utility,50,Fiber to the Premises,671,697,197,229
130726,"LaValle Telephone Cooperative, Inc.",50,Fiber to the Premises,3827,4485,1370,1623
130728,"Leaco Rural Telephone Cooperative, Inc.",10,Copper,1222,1643,1222,1643
130728,"Leaco Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,11073,12097,11073,12097
130728,"Leaco Rural Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,16632,19052,16632,19052
130732,Lehigh Valley Cooperative Telephone Association,50,Fiber to the Premises,3199,3494,3199,3494
130733,Lemonweir Valley Telephone Company,50,Fiber to the Premises,9231,12952,9231,12952
130734,Lennon Telephone Company,10,Copper,274,277,274,277
130734,Lennon Telephone Company,40,Cable,7005,7788,7005,7788
130734,Lennon Telephone Company,50,Fiber to the Premises,200,230,200,230
130735,"Leonore Mutual Telephone Co., Inc.",10,Copper,132,141,132,141
130735,"Leonore Mutual Telephone Co., Inc.",50,Fiber to the Premises,54,65,54,65
130736,STEL-CO,10,Copper,1654,1759,284,381
130736,STEL-CO,50,Fiber to the Premises,280,301,53,80
130741,Liberty Latin America Ltd.,40,Cable,721862,813449,721862,813449
130741,Liberty Latin America Ltd.,50,Fiber to the Premises,319035,433745,319035,433745
130741,Liberty Latin America Ltd.,70,Unlicensed Fixed Wireless,24739,25596,24739,25596
130742,"Ligonier Telephone Co., Inc.",50,Fiber to the Premises,17212,19273,17212,19273
130743,"Lincoln Communications, Inc.",10,Copper,1742,1911,1742,1911
130743,"Lincoln Communications, Inc.",50,Fiber to the Premises,496,597,496,597
130743,"Lincoln Communications, Inc.",70,Unlicensed Fixed Wireless,1315,1408,1315,1408
130744,"Lincoln Telephone Company, Inc.",10,Copper,40,43,40,43
130744,"Lincoln Telephone Company, Inc.",50,Fiber to the Premises,1292,1395,1292,1395
130745,Lincolnville Telephone Company,10,Copper,6574,7392,6574,7392
130745,Lincolnville Telephone Company,50,Fiber to the Premises,10420,12924,10416,12920
130746,"Lintel, Inc.",10,Copper,2792,2825,2792,2825
130746,"Lintel, Inc.",40,Cable,5759,5951,5759,5951
130746,"Lintel, Inc.",50,Fiber to the Premises,8328,8830,8328,8830
130747,Lipan Telecommunications Inc.,10,Copper,1748,1852,1748,1852
130747,Lipan Telecommunications Inc.,50,Fiber to the Premises,1305,1591,1305,1591
130748,Lismore Cooperative Telephone Company,50,Fiber to the Premises,1255,1304,1255,1304
130748,Lismore Cooperative Telephone Company,70,Unlicensed Fixed Wireless,3597,4470,3597,4470
130749,"LiteWire Internet Services, Inc.",70,Unlicensed Fixed Wireless,73894,93708,73894,93708
130754,"Logan Telephone Cooperative, Inc.",10,Copper,303,330,303,330
130754,"Logan Telephone Cooperative, Inc.",50,Fiber to the Premises,8561,9156,8561,9156
130755,"Logix Communications, LP",0,Other,0,0,678,3719
130755,"Logix Communications, LP",50,Fiber to the Premises,0,0,1448,10662
130756,Lone Rock Cooperative Telephone Company,50,Fiber to the Premises,336,345,336,345
130757,Long Lines,10,Copper,496,591,166,183
130757,Long Lines,40,Cable,16934,20309,2133,3245
130757,Long Lines,50,Fiber to the Premises,6680,7805,499,900
130757,Long Lines,70,Unlicensed Fixed Wireless,3,3,1,1
130759,Lost Nation-Elwood Telephone Company,50,Fiber to the Premises,1184,1228,1184,1228
130766,Lynnville Telephone Company,50,Fiber to the Premises,401,425,80,86
130767,Mabel Cooperative Telephone Company,50,Fiber to the Premises,2102,2219,2102,2219
130768,MADCO Holding Company,10,Copper,116,121,116,121
130768,MADCO Holding Company,50,Fiber to the Premises,4951,5242,4951,5242
130769,"Schwartz Ventures, Inc.",10,Copper,582,722,582,722
130769,"Schwartz Ventures, Inc.",40,Cable,8024,9032,8024,9032
130769,"Schwartz Ventures, Inc.",50,Fiber to the Premises,8846,10057,8846,10057
130771,"Madison Telephone, LLC",50,Fiber to the Premises,2153,2332,2153,2332
130771,"Madison Telephone, LLC",70,Unlicensed Fixed Wireless,59,59,59,59
130771,"Madison Telephone, LLC",72,LBR Fixed Wireless,4614,4869,4614,4869
130772,"Magazine Telephone Company, Inc.",10,Copper,369,396,369,396
130772,"Magazine Telephone Company, Inc.",50,Fiber to the Premises,894,896,894,896
130772,"Magazine Telephone Company, Inc.",70,Unlicensed Fixed Wireless,27,60,27,60
130774,"Mahaska Communication Group, LLC",50,Fiber to the Premises,22216,26020,22216,26020
130774,"Mahaska Communication Group, LLC",70,Unlicensed Fixed Wireless,2429,2488,2429,2488
130777,Manchester-Hartland Telephone Company,50,Fiber to the Premises,611,636,611,636
130780,"Margaretville Telephone Company, Inc.",50,Fiber to the Premises,1743,1817,1743,1817
130781,Mark Twain Rural Telephone Company,10,Copper,3477,3669,3477,3669
130781,Mark Twain Rural Telephone Company,50,Fiber to the Premises,5019,5285,5019,5285
130781,Mark Twain Rural Telephone Company,70,Unlicensed Fixed Wireless,1827,1897,435,530
130781,Mark Twain Rural Telephone Company,71,Licensed Fixed Wireless,27697,30620,5589,7128
130782,Marne & Elk Horn Telephone Company,10,Copper,587,624,587,624
130782,Marne & Elk Horn Telephone Company,40,Cable,811,859,811,859
130782,Marne & Elk Horn Telephone Company,50,Fiber to the Premises,6057,6568,6057,6568
130783,"Marquette-Adams Telephone Cooperative, Inc.",50,Fiber to the Premises,14102,15852,14102,15852
130784,"Martell Enterprises, Inc.",10,Copper,7423,8276,7419,8270
130784,"Martell Enterprises, Inc.",40,Cable,666,804,666,804
130784,"Martell Enterprises, Inc.",50,Fiber to the Premises,818,937,819,938
130785,Martelle Cooperative Telephone Association,10,Copper,110,112,109,111
130785,Martelle Cooperative Telephone Association,40,Cable,261,267,260,266
130785,Martelle Cooperative Telephone Association,50,Fiber to the Premises,54,54,53,53
130786,Mashell Inc.,10,Copper,2220,2993,701,1722
130786,Mashell Inc.,40,Cable,89392,111528,6384,19671
130786,Mashell Inc.,50,Fiber to the Premises,2480,3665,545,1377
130787,Massena Telephone Company,50,Fiber to the Premises,859,977,859,977
130787,Massena Telephone Company,70,Unlicensed Fixed Wireless,3,3,1,1
130787,Massena Telephone Company,71,Licensed Fixed Wireless,201,204,2,2
130788,"Massillon Cable TV, Inc.",40,Cable,33037,42709,33037,42709
130788,"Massillon Cable TV, Inc.",50,Fiber to the Premises,58429,64765,58626,65135
130791,"Matanuska Telecom Association, Inc.",10,Copper,52467,61472,4559,7908
130791,"Matanuska Telecom Association, Inc.",50,Fiber to the Premises,13988,16367,1483,3334
130794,"NBVDS Investment, LLC",10,Copper,7965,8614,7965,8614
130794,"NBVDS Investment, LLC",50,Fiber to the Premises,7410,8634,7410,8634
130794,"NBVDS Investment, LLC",71,Licensed Fixed Wireless,4045,4695,4045,4695
130795,Court Square Capital Partners,10,Copper,31953,48656,31953,48656
130795,Court Square Capital Partners,50,Fiber to the Premises,20553,29205,20691,30006
130796,McClure Telephone Company,50,Fiber to the Premises,2458,2541,2458,2541
130797,"TrioTel Communications, Inc.",50,Fiber to the Premises,3614,3715,3614,3715
130798,McDonald County Telephone Company,10,Copper,695,774,695,774
130798,McDonald County Telephone Company,50,Fiber to the Premises,2923,3168,2923,3168
130799,McDonough Telephone Cooperative Inc.,50,Fiber to the Premises,13756,16506,4644,6073
130802,"McNabb Communications, Inc.",10,Copper,43,43,43,43
130802,"McNabb Communications, Inc.",50,Fiber to the Premises,543,567,543,567
130803,Mechanicsville Telephone Company,50,Fiber to the Premises,1898,1964,1898,1964
130804,Mediacom Communications Corp.,40,Cable,2713326,3458157,2713326,3458157
130804,Mediacom Communications Corp.,50,Fiber to the Premises,17598,21799,17598,21799
130804,Mediacom Communications Corp.,71,Licensed Fixed Wireless,103915,131603,19741,24616
130805,MTC Technologies,50,Fiber to the Premises,2992,3144,2992,3144
130805,MTC Technologies,70,Unlicensed Fixed Wireless,229,233,229,233
130810,"Mescalero Apache Telecom, Inc.",50,Fiber to the Premises,1485,3571,1485,3571
130814,"MGW Communications, Inc.",10,Copper,823,873,823,873
130814,"MGW Communications, Inc.",50,Fiber to the Premises,6194,8305,6194,8305
130814,"MGW Communications, Inc.",70,Unlicensed Fixed Wireless,20744,23408,20744,23408
130817,"Micrologic, Inc.",50,Fiber to the Premises,947,983,154,164
130817,"Micrologic, Inc.",70,Unlicensed Fixed Wireless,26264,29361,26264,29361
130819,Mid Century Telephone Co-operative,10,Copper,731,792,731,792
130819,Mid Century Telephone Co-operative,50,Fiber to the Premises,22265,24670,22265,24670
130821,Midcontinent Communications,40,Cable,521883,758975,521883,758975
130821,Midcontinent Communications,50,Fiber to the Premises,71863,88577,71863,88577
130821,Midcontinent Communications,71,Licensed Fixed Wireless,302093,373755,302093,373755
130825,"Mid-Plains Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,9305,10178,9305,10178
130826,"Mid-Rivers Telephone Cooperative, Inc.",10,Copper,526,584,526,584
130826,"Mid-Rivers Telephone Cooperative, Inc.",40,Cable,12077,15177,12077,15177
130826,"Mid-Rivers Telephone Cooperative, Inc.",50,Fiber to the Premises,10909,12562,10909,12562
130826,"Mid-Rivers Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,46,57,46,57
130828,"Midstate Communications, Inc. (SD)",50,Fiber to the Premises,7545,8381,7545,8381
130829,"Mid-States Services, LLC",50,Fiber to the Premises,4806,5205,739,825
130829,"Mid-States Services, LLC",70,Unlicensed Fixed Wireless,269,315,75,84
130831,Midvale Telephone Exchange,10,Copper,3757,4276,3757,4276
130831,Midvale Telephone Exchange,50,Fiber to the Premises,3395,3771,3489,3965
130831,Midvale Telephone Exchange,70,Unlicensed Fixed Wireless,1230,1346,1230,1346
130833,McCammon Enterprises,70,Unlicensed Fixed Wireless,262,278,38,56
130834,"Midwest Telecom of America, Inc.",70,Unlicensed Fixed Wireless,161,175,2,2
130837,Miles Cooperative Telephone Association,50,Fiber to the Premises,2890,3784,2890,3784
130839,"Milford Communications, LLC",40,Cable,1642,2013,1642,2013
130839,"Milford Communications, LLC",50,Fiber to the Premises,1783,2165,1783,2165
130844,Millry Corporation,10,Copper,4235,4810,4235,4810
130844,Millry Corporation,50,Fiber to the Premises,4486,5045,4486,5045
130845,Minburn Telephone Company,50,Fiber to the Premises,2228,2741,2228,2741
130845,Minburn Telephone Company,70,Unlicensed Fixed Wireless,7521,9172,7521,9172
130846,"Minerva Valley Telephone Company, Inc.",50,Fiber to the Premises,1064,1124,1064,1124
130847,Minford Telephone Company,50,Fiber to the Premises,4554,5127,4554,5127
130849,Modern Cooperative Telephone Company,50,Fiber to the Premises,1613,1647,1613,1647
130850,Molalla Communications Company,50,Fiber to the Premises,6360,7771,6360,7771
130851,"Mon-Cre Telephone Cooperative, Inc.",50,Fiber to the Premises,4773,5377,4773,5377
130852,Monitor Cooperative Telephone Company,50,Fiber to the Premises,520,600,91,135
130853,Monon Telephone Company Inc.,50,Fiber to the Premises,2394,2478,2394,2478
130854,Monroe Telephone Company,10,Copper,409,442,409,442
130854,Monroe Telephone Company,50,Fiber to the Premises,1393,1770,1393,1770
130856,Griggs County Telephone Company,50,Fiber to the Premises,5513,7222,5513,7222
130860,The Moundridge Telephone Company,10,Copper,71,71,71,71
130860,The Moundridge Telephone Company,50,Fiber to the Premises,2174,2370,2174,2370
130860,The Moundridge Telephone Company,70,Unlicensed Fixed Wireless,41,41,41,41
130862,Mount Horeb Telephone Company,10,Copper,3250,4264,3250,4264
130862,Mount Horeb Telephone Company,50,Fiber to the Premises,4668,5845,4668,5845
130862,Mount Horeb Telephone Company,70,Unlicensed Fixed Wireless,2456,3073,2456,3073
130865,"Mountain Rural Telephone Cooperative Corporation, Inc.",50,Fiber to the Premises,18491,20399,18491,20399
130872,MTCO Corporation,10,Copper,4123,4699,4123,4699
130872,MTCO Corporation,50,Fiber to the Premises,11418,13122,11418,13122
130874,"Mud Lake Telephone Cooperative Association, Inc.",10,Copper,253,260,253,260
130874,"Mud Lake Telephone Cooperative Association, Inc.",50,Fiber to the Premises,1270,1467,1270,1467
130874,"Mud Lake Telephone Cooperative Association, Inc.",70,Unlicensed Fixed Wireless,209,223,209,223
130875,Mulberry Cooperative Telephone Co. Inc.,10,Copper,1,31,1,31
130875,Mulberry Cooperative Telephone Co. Inc.,50,Fiber to the Premises,6312,6622,6312,6622
130877,Mutual Telephone Company (IA),10,Copper,1117,1434,1117,1434
130877,Mutual Telephone Company (IA),40,Cable,8494,9401,8494,9401
130877,Mutual Telephone Company (IA),50,Fiber to the Premises,37869,43108,37869,43108
130877,Mutual Telephone Company (IA),70,Unlicensed Fixed Wireless,81,87,4,4
130877,Mutual Telephone Company (IA),71,Licensed Fixed Wireless,247,275,22,28
130877,Mutual Telephone Company (IA),72,LBR Fixed Wireless,312,396,27,36
130878,"Mutual Telephone Company of Morning Sun, Iowa",10,Copper,398,410,398,410
130878,"Mutual Telephone Company of Morning Sun, Iowa",50,Fiber to the Premises,1142,1149,1142,1149
130878,"Mutual Telephone Company of Morning Sun, Iowa",70,Unlicensed Fixed Wireless,10058,10423,10058,10423
130880,"Myakka Communications, Inc.",50,Fiber to the Premises,4894,6298,4894,6298
130882,"NATCO Communications, Inc.",10,Copper,7876,8335,7876,8335
130882,"NATCO Communications, Inc.",50,Fiber to the Premises,5245,5823,5245,5823
130885,North Dakota Telephone Company,50,Fiber to the Premises,17083,21457,17083,21457
130886,"NE Colorado Cellular, Inc.",50,Fiber to the Premises,313,375,291,413
130886,"NE Colorado Cellular, Inc.",70,Unlicensed Fixed Wireless,19591,22166,19591,22166
130886,"NE Colorado Cellular, Inc.",72,LBR Fixed Wireless,89547,102637,89547,102637
130887,"Nedelco, Inc.",10,Copper,488,568,488,568
130887,"Nedelco, Inc.",50,Fiber to the Premises,7426,7999,7429,8002
130887,"Nedelco, Inc.",70,Unlicensed Fixed Wireless,39774,49448,39774,49448
130889,Nelson Telephone Cooperative,40,Cable,1526,2066,1526,2066
130889,Nelson Telephone Cooperative,50,Fiber to the Premises,4525,5508,4525,5508
130890,"Nemont Telephone Cooperative, Inc.",10,Copper,23633,34434,23633,34434
130890,"Nemont Telephone Cooperative, Inc.",50,Fiber to the Premises,17935,25317,17935,25317
130890,"Nemont Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,6736,7897,6736,7897
130890,"Nemont Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,21762,32376,21762,32376
130892,"NetCarrier Telecom, Inc.",10,Copper,0,0,1,1
130892,"NetCarrier Telecom, Inc.",50,Fiber to the Premises,0,0,81,750
130901,New Hope Telephone Cooperative (VA),50,Fiber to the Premises,1079,1110,1079,1110
130902,"New Hope Telephone Cooperative, Inc. (AL)",50,Fiber to the Premises,10117,11177,10117,11177
130903,"New Knoxville Telephone Company/GoldStar Communications, LLC",10,Copper,464,498,464,498
130903,"New Knoxville Telephone Company/GoldStar Communications, LLC",40,Cable,269,288,269,288
130903,"New Knoxville Telephone Company/GoldStar Communications, LLC",50,Fiber to the Premises,24086,27374,29973,37825
130903,"New Knoxville Telephone Company/GoldStar Communications, LLC",70,Unlicensed Fixed Wireless,66982,73579,66982,73579
130904,"New Lisbon Telephone Company, Inc.",50,Fiber to the Premises,9312,10672,9312,10672
130904,"New Lisbon Telephone Company, Inc.",70,Unlicensed Fixed Wireless,5539,5791,934,1138
130905,"New Paris Telephone Company, Inc.",10,Copper,2728,2806,2728,2806
130905,"New Paris Telephone Company, Inc.",40,Cable,7487,9526,7487,9526
130905,"New Paris Telephone Company, Inc.",50,Fiber to the Premises,24600,29719,24600,29719
130906,"Nuvera Communications, Inc.",10,Copper,23675,30802,23675,30802
130906,"Nuvera Communications, Inc.",40,Cable,1705,1783,1705,1783
130906,"Nuvera Communications, Inc.",50,Fiber to the Premises,34314,42286,34314,42286
130906,"Nuvera Communications, Inc.",70,Unlicensed Fixed Wireless,2365,2678,2365,2678
130906,"Nuvera Communications, Inc.",71,Licensed Fixed Wireless,24556,29949,24556,29949
130906,"Nuvera Communications, Inc.",72,LBR Fixed Wireless,9343,10832,9343,10832
130908,"New Windsor Communications, Inc.",10,Copper,639,647,639,647
130908,"New Windsor Communications, Inc.",50,Fiber to the Premises,1359,1396,1359,1396
130915,"Next Metro, LLC",50,Fiber to the Premises,0,0,7,114
130919,Wittenberg Telephone Company,40,Cable,527,623,527,623
130919,Wittenberg Telephone Company,50,Fiber to the Premises,6531,7658,6531,7658
130919,Wittenberg Telephone Company,70,Unlicensed Fixed Wireless,801,965,801,965
130921,NITCO Holding Corporation,10,Copper,11339,12354,11339,12354
130921,NITCO Holding Corporation,40,Cable,2809,3123,2809,3123
130921,NITCO Holding Corporation,50,Fiber to the Premises,8236,13053,8267,13135
130921,NITCO Holding Corporation,70,Unlicensed Fixed Wireless,120894,144965,120894,144965
130925,Nortex Communications,10,Copper,527,586,527,586
130925,Nortex Communications,50,Fiber to the Premises,23558,25895,23558,25895
130926,North Carolina RSA 3 Cellular Telephone Company,71,Licensed Fixed Wireless,325923,414609,325923,414609
130929,"North Central Telephone Cooperative, Inc.",50,Fiber to the Premises,63290,68470,63290,68470
130930,North English Cooperative Telephone Company,10,Copper,541,588,541,588
130930,North English Cooperative Telephone Company,50,Fiber to the Premises,880,938,880,938
130937,"Northeast Communications of Wisconsin, Inc.",10,Copper,26090,30370,26090,30370
130937,"Northeast Communications of Wisconsin, Inc.",50,Fiber to the Premises,9774,12615,9827,12673
130937,"Northeast Communications of Wisconsin, Inc.",71,Licensed Fixed Wireless,43145,52813,6704,11448
130938,Northeast Iowa Telephone Company,50,Fiber to the Premises,4325,4601,4325,4601
130938,Northeast Iowa Telephone Company,71,Licensed Fixed Wireless,582,657,582,657
130939,"Northeast Louisiana Telephone Co., Inc.",50,Fiber to the Premises,2133,2557,2133,2557
130940,Northeast Missouri Rural Telephone Company,50,Fiber to the Premises,13428,14417,13428,14417
130941,Northeast Nebraska Telephone Company,50,Fiber to the Premises,11077,11647,11077,11647
130944,Northern Telephone Company/Wilderness Valley Telephone Company,10,Copper,11,11,11,11
130944,Northern Telephone Company/Wilderness Valley Telephone Company,50,Fiber to the Premises,168,168,168,168
130945,"Northern Telephone Cooperative, Inc.",10,Copper,182,183,41,41
130945,"Northern Telephone Cooperative, Inc.",50,Fiber to the Premises,997,1074,443,466
130950,Northwest Communications Cooperative,50,Fiber to the Premises,7546,8965,7546,8965
130953,Northwest Communications Cooperative Association,10,Copper,589,613,589,613
130953,Northwest Communications Cooperative Association,50,Fiber to the Premises,2180,2271,1195,1240
130953,Northwest Communications Cooperative Association,70,Unlicensed Fixed Wireless,8174,8539,8174,8539
130953,Northwest Communications Cooperative Association,71,Licensed Fixed Wireless,35450,37148,35450,37148
130956,"KCL Enterprises, Inc.",10,Copper,1750,1894,154,238
130962,Nucla-Naturita Telephone Company,10,Copper,1693,2198,1693,2198
130962,Nucla-Naturita Telephone Company,50,Fiber to the Premises,239,276,239,276
130962,Nucla-Naturita Telephone Company,71,Licensed Fixed Wireless,2250,2447,2250,2447
130963,Nunn Telephone Company,50,Fiber to the Premises,1105,1171,1105,1171
130964,"Nushagak Electric & Telephone Cooperative, Inc.",10,Copper,1176,1196,1176,1196
130964,"Nushagak Electric & Telephone Cooperative, Inc.",40,Cable,912,920,912,920
130967,OACYS Technology,50,Fiber to the Premises,459,504,459,504
130967,OACYS Technology,70,Unlicensed Fixed Wireless,15435,19348,15435,19348
130967,OACYS Technology,71,Licensed Fixed Wireless,62119,75820,62119,75820
130969,Ogden Telephone Company,50,Fiber to the Premises,4292,4581,4292,4581
130974,"Olin Telephone Company, Inc.",50,Fiber to the Premises,1543,1624,1543,1624
130976,Northland Telephone Systems,10,Copper,173,235,173,235
130976,Northland Telephone Systems,50,Fiber to the Premises,3618,4230,11741,29271
130977,"Oneida Telephone Exchange, Inc.",10,Copper,213,221,213,221
130977,"Oneida Telephone Exchange, Inc.",50,Fiber to the Premises,999,1089,999,1089
130979,Onslow Cooperative Telephone Association,50,Fiber to the Premises,287,298,287,298
130982,"Zayo Group, LLC",10,Copper,0,0,574,6076
130982,"Zayo Group, LLC",50,Fiber to the Premises,0,0,11637,104872
130983,Oran Mutual Telephone Company,50,Fiber to the Premises,289,303,289,303
130986,Oregon Telephone Corporation,10,Copper,13279,14837,13279,14837
130986,Oregon Telephone Corporation,40,Cable,1614,1946,1614,1946
130986,Oregon Telephone Corporation,50,Fiber to the Premises,20358,23506,24772,28865
130988,"Orlando Telephone Company, Inc.",10,Copper,22,717,2,407
130988,"Orlando Telephone Company, Inc.",40,Cable,4001,21420,122,1456
130988,"Orlando Telephone Company, Inc.",50,Fiber to the Premises,30431,67741,6987,40878
130989,Osage Municipal Utilities,40,Cable,2003,2142,2003,2142
130989,Osage Municipal Utilities,50,Fiber to the Premises,261,264,261,264
130989,Osage Municipal Utilities,70,Unlicensed Fixed Wireless,713,729,713,729
130993,"Firstlight Fiber, Inc.",10,Copper,6905,8074,343,1043
130993,"Firstlight Fiber, Inc.",50,Fiber to the Premises,5225,6773,6445,36947
130996,"US Signal Company, LLC",10,Copper,0,0,319,2304
130996,"US Signal Company, LLC",50,Fiber to the Premises,0,0,126,359
130999,"NTT DoCoMo, Inc.",40,Cable,44904,52460,44904,52460
130999,"NTT DoCoMo, Inc.",50,Fiber to the Premises,3297,4954,3297,4954
130999,"NTT DoCoMo, Inc.",70,Unlicensed Fixed Wireless,19008,22857,19008,22857
131003,Palmer Mutual Telephone Company,50,Fiber to the Premises,420,431,420,431
131005,"Palmetto Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,37546,45521,37546,45521
131006,Palo Cooperative Telephone Association,50,Fiber to the Premises,925,943,925,943
131007,"Panhandle Telephone Cooperative, Inc.",10,Copper,2511,3044,2511,3044
131007,"Panhandle Telephone Cooperative, Inc.",50,Fiber to the Premises,22892,26196,22892,26196
131007,"Panhandle Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,587,652,587,652
131008,Panora Communications Cooperative,40,Cable,416,432,416,432
131008,Panora Communications Cooperative,50,Fiber to the Premises,3416,3629,3416,3629
131008,Panora Communications Cooperative,70,Unlicensed Fixed Wireless,100,104,0,0
131009,Park Region Mutual Telephone Company,10,Copper,7422,8189,7422,8189
131009,Park Region Mutual Telephone Company,50,Fiber to the Premises,8536,8997,8536,8997
131009,Park Region Mutual Telephone Company,70,Unlicensed Fixed Wireless,13,13,13,13
131010,Partner Communications Cooperative,10,Copper,3114,3454,3114,3454
131010,Partner Communications Cooperative,50,Fiber to the Premises,2948,3243,2948,3243
131011,"PATHWAYZ Communications, Inc.",50,Fiber to the Premises,14294,23188,14294,23188
131013,Pattersonville Telephone Company (NY),10,Copper,691,784,691,784
131013,Pattersonville Telephone Company (NY),50,Fiber to the Premises,516,544,516,544
131014,Paul Bunyan Rural Telephone Cooperative,10,Copper,9558,12866,9558,12866
131014,Paul Bunyan Rural Telephone Cooperative,50,Fiber to the Premises,59297,64873,59297,64873
131016,"PCC Holdings, Inc.",50,Fiber to the Premises,40679,46360,40679,46360
131016,"PCC Holdings, Inc.",70,Unlicensed Fixed Wireless,1579926,2029238,1579926,2029238
131017,Precision Communications Inc.,50,Fiber to the Premises,1901,1998,7,13
131017,Precision Communications Inc.,70,Unlicensed Fixed Wireless,2781,3252,38,69
131019,Peace Valley Telephone Company,10,Copper,126,145,126,145
131019,Peace Valley Telephone Company,72,LBR Fixed Wireless,320,375,320,375
131021,The Peetz Cooperative Telephone Company,50,Fiber to the Premises,238,254,238,254
131021,The Peetz Cooperative Telephone Company,70,Unlicensed Fixed Wireless,1234,1343,1234,1343
131023,"Pembroke Telephone Company, Inc.",50,Fiber to the Premises,7638,8637,7638,8637
131024,Pembroke Telephone Cooperative,10,Copper,2189,2439,2189,2439
131024,Pembroke Telephone Cooperative,50,Fiber to the Premises,1516,1630,1516,1630
131025,"Penasco Valley Telephone Cooperative, Inc.",10,Copper,3657,4284,3657,4284
131025,"Penasco Valley Telephone Cooperative, Inc.",40,Cable,9093,10906,9093,10906
131025,"Penasco Valley Telephone Cooperative, Inc.",50,Fiber to the Premises,1436,2128,1436,2128
131025,"Penasco Valley Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,9487,11584,9487,11584
131026,"Pencor Services, Inc.",10,Copper,3856,4150,3856,4150
131026,"Pencor Services, Inc.",40,Cable,221620,257049,653303,817325
131026,"Pencor Services, Inc.",50,Fiber to the Premises,33000,38141,37476,44048
131027,Pennsylvania Telephone Company,10,Copper,366,416,121,163
131027,Pennsylvania Telephone Company,50,Fiber to the Premises,789,903,220,308
131029,"Peoples Rural Telephone Cooperative Corporation, Inc.",50,Fiber to the Premises,16606,17388,16606,17388
131030,"Peoples Telecommunications, LLC",10,Copper,245,245,245,245
131030,"Peoples Telecommunications, LLC",50,Fiber to the Premises,4628,5023,4628,5023
